期号,日期,开奖号码
15300,2015-11-03,"['8', '4', '5']"
15299,2015-11-02,"['6', '2', '7']"
15298,2015-11-01,"['5', '9', '4']"
15297,2015-10-31,"['4', '4', '0']"
15296,2015-10-30,"['9', '0', '5']"
15295,2015-10-29,"['3', '0', '5']"
15294,2015-10-28,"['0', '4', '1']"
15293,2015-10-27,"['4', '3', '2']"
15292,2015-10-26,"['2', '9', '6']"
15291,2015-10-25,"['1', '2', '0']"
15290,2015-10-24,"['0', '6', '4']"
15289,2015-10-23,"['5', '2', '9']"
15288,2015-10-22,"['8', '4', '2']"
15287,2015-10-21,"['0', '5', '0']"
15286,2015-10-20,"['0', '7', '4']"
15285,2015-10-19,"['4', '2', '1']"
15284,2015-10-18,"['6', '3', '2']"
15283,2015-10-17,"['2', '3', '4']"
15282,2015-10-16,"['4', '9', '2']"
15281,2015-10-15,"['0', '9', '0']"
15280,2015-10-14,"['9', '8', '8']"
15279,2015-10-13,"['2', '1', '7']"
15278,2015-10-12,"['0', '1', '1']"
15277,2015-10-11,"['4', '8', '3']"
15276,2015-10-10,"['8', '9', '1']"
15275,2015-10-09,"['9', '3', '4']"
15274,2015-10-08,"['3', '0', '6']"
15273,2015-10-07,"['2', '5', '4']"
15272,2015-10-06,"['4', '1', '9']"
15271,2015-10-05,"['9', '7', '9']"
15270,2015-10-04,"['1', '1', '5']"
15269,2015-10-03,"['2', '5', '8']"
15268,2015-10-02,"['8', '0', '8']"
15267,2015-10-01,"['6', '5', '2']"
15266,2015-09-30,"['0', '8', '4']"
15265,2015-09-29,"['9', '2', '5']"
15264,2015-09-28,"['1', '7', '3']"
15263,2015-09-27,"['2', '1', '6']"
15262,2015-09-26,"['2', '5', '2']"
15261,2015-09-25,"['8', '3', '3']"
15260,2015-09-24,"['2', '5', '8']"
15259,2015-09-23,"['9', '5', '2']"
15258,2015-09-22,"['3', '7', '4']"
15257,2015-09-21,"['0', '2', '3']"
15256,2015-09-20,"['1', '5', '6']"
15255,2015-09-19,"['4', '3', '0']"
15254,2015-09-18,"['3', '4', '3']"
15253,2015-09-17,"['2', '9', '2']"
15252,2015-09-16,"['4', '5', '1']"
15251,2015-09-15,"['4', '9', '4']"
15250,2015-09-14,"['7', '1', '3']"
15249,2015-09-13,"['4', '6', '1']"
15248,2015-09-12,"['2', '5', '1']"
15247,2015-09-11,"['0', '6', '5']"
15246,2015-09-10,"['7', '7', '8']"
15245,2015-09-09,"['9', '8', '7']"
15244,2015-09-08,"['3', '5', '0']"
15243,2015-09-07,"['0', '0', '8']"
15242,2015-09-06,"['6', '7', '8']"
15241,2015-09-05,"['6', '5', '1']"
15240,2015-09-04,"['6', '8', '9']"
15239,2015-09-03,"['9', '3', '1']"
15238,2015-09-02,"['1', '2', '7']"
15237,2015-09-01,"['3', '0', '4']"
15236,2015-08-31,"['9', '1', '0']"
15235,2015-08-30,"['4', '6', '5']"
15234,2015-08-29,"['4', '3', '6']"
15233,2015-08-28,"['9', '8', '3']"
15232,2015-08-27,"['5', '3', '2']"
15231,2015-08-26,"['5', '0', '9']"
15230,2015-08-25,"['7', '2', '7']"
15229,2015-08-24,"['9', '9', '1']"
15228,2015-08-23,"['3', '1', '2']"
15227,2015-08-22,"['4', '4', '2']"
15226,2015-08-21,"['4', '4', '0']"
15225,2015-08-20,"['8', '5', '9']"
15224,2015-08-19,"['6', '4', '1']"
15223,2015-08-18,"['3', '8', '7']"
15222,2015-08-17,"['4', '3', '8']"
15221,2015-08-16,"['7', '8', '1']"
15220,2015-08-15,"['3', '2', '8']"
15219,2015-08-14,"['1', '9', '2']"
15218,2015-08-13,"['2', '3', '2']"
15217,2015-08-12,"['2', '4', '2']"
15216,2015-08-11,"['2', '5', '4']"
15215,2015-08-10,"['1', '5', '4']"
15214,2015-08-09,"['1', '9', '0']"
15213,2015-08-08,"['0', '5', '5']"
15212,2015-08-07,"['6', '1', '4']"
15211,2015-08-06,"['9', '5', '1']"
15210,2015-08-05,"['7', '2', '8']"
15209,2015-08-04,"['7', '2', '7']"
15208,2015-08-03,"['3', '5', '3']"
15207,2015-08-02,"['3', '3', '8']"
15206,2015-08-01,"['8', '8', '1']"
15205,2015-07-31,"['2', '1', '2']"
15204,2015-07-30,"['0', '6', '8']"
15203,2015-07-29,"['6', '4', '7']"
15202,2015-07-28,"['3', '9', '5']"
15201,2015-07-27,"['0', '6', '3']"
15200,2015-07-26,"['9', '3', '4']"
15199,2015-07-25,"['8', '6', '7']"
15198,2015-07-24,"['3', '1', '3']"
15197,2015-07-23,"['4', '0', '2']"
15196,2015-07-22,"['8', '6', '2']"
15195,2015-07-21,"['9', '4', '6']"
15194,2015-07-20,"['2', '7', '7']"
15193,2015-07-19,"['7', '0', '2']"
15192,2015-07-18,"['6', '6', '6']"
15191,2015-07-17,"['5', '1', '4']"
15190,2015-07-16,"['6', '8', '8']"
15189,2015-07-15,"['7', '6', '2']"
15188,2015-07-14,"['3', '1', '9']"
15187,2015-07-13,"['0', '5', '8']"
15186,2015-07-12,"['7', '8', '5']"
15185,2015-07-11,"['7', '9', '8']"
15184,2015-07-10,"['2', '9', '1']"
15183,2015-07-09,"['6', '5', '3']"
15182,2015-07-08,"['7', '8', '4']"
15181,2015-07-07,"['8', '6', '8']"
15180,2015-07-06,"['0', '2', '0']"
15179,2015-07-05,"['5', '3', '5']"
15178,2015-07-04,"['7', '2', '0']"
15177,2015-07-03,"['0', '7', '0']"
15176,2015-07-02,"['7', '6', '2']"
15175,2015-07-01,"['6', '1', '6']"
15174,2015-06-30,"['9', '3', '4']"
15173,2015-06-29,"['5', '3', '7']"
15172,2015-06-28,"['4', '0', '6']"
15171,2015-06-27,"['4', '1', '0']"
15170,2015-06-26,"['9', '0', '0']"
15169,2015-06-25,"['1', '6', '0']"
15168,2015-06-24,"['7', '4', '4']"
15167,2015-06-23,"['3', '5', '6']"
15166,2015-06-22,"['5', '3', '3']"
15165,2015-06-21,"['3', '8', '9']"
15164,2015-06-20,"['3', '9', '2']"
15163,2015-06-19,"['6', '4', '6']"
15162,2015-06-18,"['0', '7', '6']"
15161,2015-06-17,"['6', '6', '2']"
15160,2015-06-16,"['1', '7', '3']"
15159,2015-06-15,"['7', '2', '2']"
15158,2015-06-14,"['7', '6', '3']"
15157,2015-06-13,"['0', '8', '4']"
15156,2015-06-12,"['9', '7', '3']"
15155,2015-06-11,"['4', '0', '5']"
15154,2015-06-10,"['2', '2', '4']"
15153,2015-06-09,"['0', '8', '8']"
15152,2015-06-08,"['6', '8', '1']"
15151,2015-06-07,"['4', '5', '5']"
15150,2015-06-06,"['7', '7', '5']"
15149,2015-06-05,"['0', '8', '4']"
15148,2015-06-04,"['1', '6', '1']"
15147,2015-06-03,"['0', '7', '5']"
15146,2015-06-02,"['3', '1', '8']"
15145,2015-06-01,"['6', '2', '7']"
15144,2015-05-31,"['0', '5', '4']"
15143,2015-05-30,"['2', '4', '0']"
15142,2015-05-29,"['2', '9', '6']"
15141,2015-05-28,"['9', '2', '9']"
15140,2015-05-27,"['6', '7', '7']"
15139,2015-05-26,"['8', '1', '1']"
15138,2015-05-25,"['4', '7', '3']"
15137,2015-05-24,"['2', '2', '9']"
15136,2015-05-23,"['8', '8', '4']"
15135,2015-05-22,"['0', '2', '7']"
15134,2015-05-21,"['1', '5', '6']"
15133,2015-05-20,"['9', '5', '6']"
15132,2015-05-19,"['3', '9', '3']"
15131,2015-05-18,"['7', '7', '4']"
15130,2015-05-17,"['5', '1', '2']"
15129,2015-05-16,"['2', '3', '2']"
15128,2015-05-15,"['8', '9', '2']"
15127,2015-05-14,"['0', '8', '1']"
15126,2015-05-13,"['2', '1', '1']"
15125,2015-05-12,"['5', '4', '4']"
15124,2015-05-11,"['5', '1', '3']"
15123,2015-05-10,"['5', '9', '0']"
15122,2015-05-09,"['6', '7', '5']"
15121,2015-05-08,"['6', '4', '0']"
15120,2015-05-07,"['8', '7', '4']"
15119,2015-05-06,"['6', '1', '4']"
15118,2015-05-05,"['2', '7', '3']"
15117,2015-05-04,"['7', '6', '0']"
15116,2015-05-03,"['7', '6', '8']"
15115,2015-05-02,"['6', '2', '3']"
15114,2015-05-01,"['3', '1', '0']"
15113,2015-04-30,"['7', '7', '7']"
15112,2015-04-29,"['9', '7', '1']"
15111,2015-04-28,"['9', '7', '2']"
15110,2015-04-27,"['8', '2', '4']"
15109,2015-04-26,"['6', '4', '9']"
15108,2015-04-25,"['8', '6', '5']"
15107,2015-04-24,"['7', '1', '0']"
15106,2015-04-23,"['6', '8', '8']"
15105,2015-04-22,"['7', '0', '0']"
15104,2015-04-21,"['9', '8', '6']"
15103,2015-04-20,"['4', '9', '9']"
15102,2015-04-19,"['3', '9', '5']"
15101,2015-04-18,"['6', '3', '3']"
15100,2015-04-17,"['5', '3', '6']"
15099,2015-04-16,"['7', '7', '1']"
15098,2015-04-15,"['4', '1', '3']"
15097,2015-04-14,"['6', '8', '8']"
15096,2015-04-13,"['2', '1', '8']"
15095,2015-04-12,"['2', '3', '7']"
15094,2015-04-11,"['5', '4', '6']"
15093,2015-04-10,"['6', '0', '2']"
15092,2015-04-09,"['7', '0', '3']"
15091,2015-04-08,"['7', '9', '5']"
15090,2015-04-07,"['6', '8', '4']"
15089,2015-04-06,"['6', '5', '4']"
15088,2015-04-05,"['1', '0', '8']"
15087,2015-04-04,"['0', '1', '3']"
15086,2015-04-03,"['9', '3', '0']"
15085,2015-04-02,"['4', '1', '6']"
15084,2015-04-01,"['9', '4', '1']"
15083,2015-03-31,"['0', '1', '3']"
15082,2015-03-30,"['2', '5', '5']"
15081,2015-03-29,"['6', '0', '3']"
15080,2015-03-28,"['3', '2', '0']"
15079,2015-03-27,"['5', '2', '8']"
15078,2015-03-26,"['1', '1', '4']"
15077,2015-03-25,"['9', '6', '5']"
15076,2015-03-24,"['9', '3', '7']"
15075,2015-03-23,"['4', '2', '3']"
15074,2015-03-22,"['4', '4', '1']"
15073,2015-03-21,"['9', '4', '2']"
15072,2015-03-20,"['7', '9', '3']"
15071,2015-03-19,"['7', '5', '9']"
15070,2015-03-18,"['4', '1', '8']"
15069,2015-03-17,"['9', '8', '6']"
15068,2015-03-16,"['5', '5', '9']"
15067,2015-03-15,"['7', '1', '8']"
15066,2015-03-14,"['2', '0', '8']"
15065,2015-03-13,"['6', '9', '6']"
15064,2015-03-12,"['5', '2', '7']"
15063,2015-03-11,"['1', '3', '8']"
15062,2015-03-10,"['0', '6', '8']"
15061,2015-03-09,"['9', '1', '8']"
15060,2015-03-08,"['4', '4', '7']"
15059,2015-03-07,"['0', '2', '4']"
15058,2015-03-06,"['8', '8', '9']"
15057,2015-03-05,"['7', '7', '9']"
15056,2015-03-04,"['8', '1', '3']"
15055,2015-03-03,"['9', '6', '9']"
15054,2015-03-02,"['0', '6', '3']"
15053,2015-03-01,"['7', '4', '7']"
15052,2015-02-28,"['5', '9', '8']"
15051,2015-02-27,"['9', '5', '1']"
15050,2015-02-26,"['0', '3', '9']"
15049,2015-02-25,"['2', '5', '1']"
15048,2015-02-17,"['0', '8', '5']"
15047,2015-02-16,"['8', '0', '0']"
15046,2015-02-15,"['3', '0', '5']"
15045,2015-02-14,"['5', '7', '7']"
15044,2015-02-13,"['7', '2', '5']"
15043,2015-02-12,"['7', '5', '1']"
15042,2015-02-11,"['2', '3', '2']"
15041,2015-02-10,"['5', '3', '8']"
15040,2015-02-09,"['4', '6', '6']"
15039,2015-02-08,"['5', '4', '8']"
15038,2015-02-07,"['9', '2', '2']"
15037,2015-02-06,"['1', '5', '1']"
15036,2015-02-05,"['8', '7', '1']"
15035,2015-02-04,"['6', '7', '4']"
15034,2015-02-03,"['0', '4', '9']"
15033,2015-02-02,"['9', '8', '6']"
15032,2015-02-01,"['4', '1', '3']"
15031,2015-01-31,"['5', '2', '4']"
15030,2015-01-30,"['8', '2', '0']"
15029,2015-01-29,"['9', '2', '7']"
15028,2015-01-28,"['3', '5', '7']"
15027,2015-01-27,"['2', '8', '1']"
15026,2015-01-26,"['8', '3', '3']"
15025,2015-01-25,"['3', '8', '1']"
15024,2015-01-24,"['6', '0', '6']"
15023,2015-01-23,"['4', '9', '6']"
15022,2015-01-22,"['7', '5', '8']"
15021,2015-01-21,"['3', '3', '9']"
15020,2015-01-20,"['2', '1', '6']"
15019,2015-01-19,"['9', '1', '4']"
15018,2015-01-18,"['8', '3', '1']"
15017,2015-01-17,"['8', '8', '0']"
15016,2015-01-16,"['2', '9', '0']"
15015,2015-01-15,"['8', '4', '5']"
15014,2015-01-14,"['4', '0', '3']"
15013,2015-01-13,"['4', '1', '2']"
15012,2015-01-12,"['8', '6', '4']"
15011,2015-01-11,"['3', '1', '8']"
15010,2015-01-10,"['8', '6', '2']"
15009,2015-01-09,"['5', '7', '4']"
15008,2015-01-08,"['6', '1', '3']"
15007,2015-01-07,"['0', '3', '9']"
15006,2015-01-06,"['9', '4', '7']"
15005,2015-01-05,"['6', '9', '3']"
15004,2015-01-04,"['1', '4', '2']"
15003,2015-01-03,"['5', '2', '4']"
15002,2015-01-02,"['7', '4', '9']"
15001,2015-01-01,"['3', '9', '7']"
14357,2014-12-31,"['3', '6', '2']"
14356,2014-12-30,"['7', '8', '6']"
14355,2014-12-29,"['9', '5', '0']"
14354,2014-12-28,"['0', '6', '9']"
14353,2014-12-27,"['3', '5', '5']"
14352,2014-12-26,"['0', '6', '0']"
14351,2014-12-25,"['6', '8', '8']"
14350,2014-12-24,"['2', '6', '6']"
14349,2014-12-23,"['6', '6', '1']"
14348,2014-12-22,"['1', '6', '8']"
14347,2014-12-21,"['9', '8', '2']"
14346,2014-12-20,"['2', '0', '4']"
14345,2014-12-19,"['5', '1', '2']"
14344,2014-12-18,"['0', '9', '7']"
14343,2014-12-17,"['6', '8', '7']"
14342,2014-12-16,"['9', '7', '6']"
14341,2014-12-15,"['7', '1', '1']"
14340,2014-12-14,"['1', '2', '9']"
14339,2014-12-13,"['5', '8', '9']"
14338,2014-12-12,"['3', '9', '8']"
14337,2014-12-11,"['6', '6', '2']"
14336,2014-12-10,"['7', '5', '3']"
14335,2014-12-09,"['9', '0', '1']"
14334,2014-12-08,"['3', '9', '4']"
14333,2014-12-07,"['6', '9', '5']"
14332,2014-12-06,"['6', '6', '6']"
14331,2014-12-05,"['7', '1', '3']"
14330,2014-12-04,"['7', '8', '0']"
14329,2014-12-03,"['3', '5', '9']"
14328,2014-12-02,"['5', '4', '3']"
14327,2014-12-01,"['3', '5', '4']"
14326,2014-11-30,"['8', '8', '1']"
14325,2014-11-29,"['0', '3', '7']"
14324,2014-11-28,"['5', '8', '9']"
14323,2014-11-27,"['8', '2', '6']"
14322,2014-11-26,"['9', '6', '9']"
14321,2014-11-25,"['6', '5', '2']"
14320,2014-11-24,"['2', '3', '6']"
14319,2014-11-23,"['6', '9', '6']"
14318,2014-11-22,"['5', '9', '4']"
14317,2014-11-21,"['0', '5', '9']"
14316,2014-11-20,"['3', '7', '1']"
14315,2014-11-19,"['1', '5', '3']"
14314,2014-11-18,"['7', '9', '5']"
14313,2014-11-17,"['4', '0', '2']"
14312,2014-11-16,"['3', '7', '7']"
14311,2014-11-15,"['2', '9', '6']"
14310,2014-11-14,"['4', '8', '9']"
14309,2014-11-13,"['3', '8', '2']"
14308,2014-11-12,"['1', '8', '0']"
14307,2014-11-11,"['2', '9', '6']"
14306,2014-11-10,"['1', '3', '1']"
14305,2014-11-09,"['0', '0', '4']"
14304,2014-11-08,"['7', '5', '0']"
14303,2014-11-07,"['0', '7', '8']"
14302,2014-11-06,"['8', '6', '2']"
14301,2014-11-05,"['5', '2', '4']"
14300,2014-11-04,"['2', '9', '0']"
14299,2014-11-03,"['5', '3', '2']"
14298,2014-11-02,"['2', '8', '0']"
14297,2014-11-01,"['8', '8', '8']"
14296,2014-10-31,"['3', '9', '9']"
14295,2014-10-30,"['7', '9', '4']"
14294,2014-10-29,"['8', '1', '5']"
14293,2014-10-28,"['3', '5', '9']"
14292,2014-10-27,"['8', '4', '1']"
14291,2014-10-26,"['4', '8', '8']"
14290,2014-10-25,"['4', '3', '3']"
14289,2014-10-24,"['0', '4', '8']"
14288,2014-10-23,"['2', '4', '5']"
14287,2014-10-22,"['2', '7', '5']"
14286,2014-10-21,"['9', '8', '8']"
14285,2014-10-20,"['8', '2', '6']"
14284,2014-10-19,"['0', '1', '8']"
14283,2014-10-18,"['3', '4', '3']"
14282,2014-10-17,"['5', '9', '0']"
14281,2014-10-16,"['7', '9', '4']"
14280,2014-10-15,"['1', '3', '1']"
14279,2014-10-14,"['5', '9', '2']"
14278,2014-10-13,"['7', '3', '9']"
14277,2014-10-12,"['5', '1', '3']"
14276,2014-10-11,"['4', '9', '7']"
14275,2014-10-10,"['2', '8', '6']"
14274,2014-10-09,"['4', '7', '5']"
14273,2014-10-08,"['5', '8', '5']"
14272,2014-10-07,"['4', '1', '7']"
14271,2014-10-06,"['7', '7', '0']"
14270,2014-10-05,"['6', '5', '8']"
14269,2014-10-04,"['0', '3', '2']"
14268,2014-10-03,"['7', '4', '0']"
14267,2014-10-02,"['1', '4', '9']"
14266,2014-10-01,"['5', '0', '6']"
14265,2014-09-30,"['4', '5', '9']"
14264,2014-09-29,"['1', '0', '7']"
14263,2014-09-28,"['8', '5', '7']"
14262,2014-09-27,"['2', '1', '9']"
14261,2014-09-26,"['4', '1', '2']"
14260,2014-09-25,"['3', '6', '6']"
14259,2014-09-24,"['1', '1', '0']"
14258,2014-09-23,"['4', '5', '2']"
14257,2014-09-22,"['6', '6', '6']"
14256,2014-09-21,"['7', '7', '1']"
14255,2014-09-20,"['6', '9', '1']"
14254,2014-09-19,"['9', '2', '4']"
14253,2014-09-18,"['4', '4', '1']"
14252,2014-09-17,"['5', '5', '7']"
14251,2014-09-16,"['4', '2', '1']"
14250,2014-09-15,"['1', '7', '7']"
14249,2014-09-14,"['8', '1', '0']"
14248,2014-09-13,"['4', '4', '1']"
14247,2014-09-12,"['2', '2', '9']"
14246,2014-09-11,"['2', '2', '2']"
14245,2014-09-10,"['6', '1', '9']"
14244,2014-09-09,"['3', '0', '2']"
14243,2014-09-08,"['7', '9', '9']"
14242,2014-09-07,"['2', '4', '5']"
14241,2014-09-06,"['8', '5', '8']"
14240,2014-09-05,"['8', '6', '4']"
14239,2014-09-04,"['7', '2', '4']"
14238,2014-09-03,"['4', '1', '9']"
14237,2014-09-02,"['6', '8', '5']"
14236,2014-09-01,"['8', '4', '1']"
14235,2014-08-31,"['7', '4', '8']"
14234,2014-08-30,"['0', '7', '1']"
14233,2014-08-29,"['9', '2', '1']"
14232,2014-08-28,"['6', '1', '4']"
14231,2014-08-27,"['4', '6', '3']"
14230,2014-08-26,"['0', '8', '3']"
14229,2014-08-25,"['4', '7', '4']"
14228,2014-08-24,"['2', '4', '3']"
14227,2014-08-23,"['3', '2', '6']"
14226,2014-08-22,"['1', '9', '3']"
14225,2014-08-21,"['7', '9', '2']"
14224,2014-08-20,"['6', '9', '6']"
14223,2014-08-19,"['8', '0', '4']"
14222,2014-08-18,"['5', '0', '4']"
14221,2014-08-17,"['2', '7', '2']"
14220,2014-08-16,"['4', '4', '9']"
14219,2014-08-15,"['2', '9', '5']"
14218,2014-08-14,"['8', '0', '8']"
14217,2014-08-13,"['1', '3', '7']"
14216,2014-08-12,"['0', '3', '3']"
14215,2014-08-11,"['6', '0', '9']"
14214,2014-08-10,"['2', '1', '4']"
14213,2014-08-09,"['7', '7', '5']"
14212,2014-08-08,"['0', '5', '6']"
14211,2014-08-07,"['2', '0', '5']"
14210,2014-08-06,"['4', '0', '5']"
14209,2014-08-05,"['7', '1', '2']"
14208,2014-08-04,"['7', '7', '8']"
14207,2014-08-03,"['1', '4', '7']"
14206,2014-08-02,"['9', '0', '6']"
14205,2014-08-01,"['9', '0', '7']"
14204,2014-07-31,"['5', '6', '4']"
14203,2014-07-30,"['4', '1', '1']"
14202,2014-07-29,"['4', '7', '5']"
14201,2014-07-28,"['8', '3', '4']"
14200,2014-07-27,"['0', '2', '5']"
14199,2014-07-26,"['2', '5', '1']"
14198,2014-07-25,"['8', '9', '3']"
14197,2014-07-24,"['9', '7', '4']"
14196,2014-07-23,"['4', '6', '0']"
14195,2014-07-22,"['8', '4', '0']"
14194,2014-07-21,"['0', '4', '6']"
14193,2014-07-20,"['5', '1', '3']"
14192,2014-07-19,"['5', '3', '9']"
14191,2014-07-18,"['7', '5', '7']"
14190,2014-07-17,"['5', '3', '7']"
14189,2014-07-16,"['5', '5', '0']"
14188,2014-07-15,"['3', '0', '2']"
14187,2014-07-14,"['3', '2', '6']"
14186,2014-07-13,"['6', '0', '5']"
14185,2014-07-12,"['4', '5', '2']"
14184,2014-07-11,"['5', '2', '3']"
14183,2014-07-10,"['7', '7', '4']"
14182,2014-07-09,"['7', '5', '3']"
14181,2014-07-08,"['7', '2', '7']"
14180,2014-07-07,"['7', '5', '9']"
14179,2014-07-06,"['2', '6', '4']"
14178,2014-07-05,"['9', '0', '9']"
14177,2014-07-04,"['5', '8', '0']"
14176,2014-07-03,"['0', '3', '4']"
14175,2014-07-02,"['6', '9', '1']"
14174,2014-07-01,"['4', '0', '9']"
14173,2014-06-30,"['8', '8', '8']"
14172,2014-06-29,"['9', '5', '9']"
14171,2014-06-28,"['6', '3', '0']"
14170,2014-06-27,"['2', '5', '7']"
14169,2014-06-26,"['1', '0', '4']"
14168,2014-06-25,"['1', '9', '8']"
14167,2014-06-24,"['7', '6', '5']"
14166,2014-06-23,"['0', '9', '9']"
14165,2014-06-22,"['1', '5', '2']"
14164,2014-06-21,"['9', '9', '3']"
14163,2014-06-20,"['3', '0', '2']"
14162,2014-06-19,"['7', '2', '9']"
14161,2014-06-18,"['5', '5', '0']"
14160,2014-06-17,"['9', '2', '8']"
14159,2014-06-16,"['0', '9', '0']"
14158,2014-06-15,"['3', '7', '0']"
14157,2014-06-14,"['0', '7', '9']"
14156,2014-06-13,"['1', '5', '9']"
14155,2014-06-12,"['2', '1', '3']"
14154,2014-06-11,"['2', '6', '8']"
14153,2014-06-10,"['3', '0', '8']"
14152,2014-06-09,"['0', '2', '8']"
14151,2014-06-08,"['9', '8', '7']"
14150,2014-06-07,"['0', '2', '8']"
14149,2014-06-06,"['6', '8', '9']"
14148,2014-06-05,"['2', '9', '5']"
14147,2014-06-04,"['1', '4', '2']"
14146,2014-06-03,"['8', '1', '8']"
14145,2014-06-02,"['4', '1', '5']"
14144,2014-06-01,"['8', '6', '5']"
14143,2014-05-31,"['6', '7', '5']"
14142,2014-05-30,"['6', '5', '6']"
14141,2014-05-29,"['8', '1', '0']"
14140,2014-05-28,"['7', '6', '6']"
14139,2014-05-27,"['1', '3', '8']"
14138,2014-05-26,"['3', '8', '7']"
14137,2014-05-25,"['5', '5', '8']"
14136,2014-05-24,"['2', '6', '8']"
14135,2014-05-23,"['1', '4', '4']"
14134,2014-05-22,"['6', '3', '3']"
14133,2014-05-21,"['0', '0', '6']"
14132,2014-05-20,"['3', '5', '1']"
14131,2014-05-19,"['5', '9', '4']"
14130,2014-05-18,"['0', '1', '4']"
14129,2014-05-17,"['0', '8', '8']"
14128,2014-05-16,"['2', '1', '5']"
14127,2014-05-15,"['2', '2', '7']"
14126,2014-05-14,"['8', '4', '8']"
14125,2014-05-13,"['1', '4', '7']"
14124,2014-05-12,"['3', '9', '5']"
14123,2014-05-11,"['8', '3', '1']"
14122,2014-05-10,"['2', '0', '3']"
14121,2014-05-09,"['5', '8', '0']"
14120,2014-05-08,"['2', '4', '4']"
14119,2014-05-07,"['9', '0', '4']"
14118,2014-05-06,"['1', '9', '4']"
14117,2014-05-05,"['8', '9', '5']"
14116,2014-05-04,"['9', '0', '6']"
14115,2014-05-03,"['1', '6', '5']"
14114,2014-05-02,"['2', '1', '4']"
14113,2014-05-01,"['7', '5', '8']"
14112,2014-04-30,"['0', '1', '3']"
14111,2014-04-29,"['9', '0', '5']"
14110,2014-04-28,"['4', '7', '5']"
14109,2014-04-27,"['6', '5', '2']"
14108,2014-04-26,"['1', '6', '8']"
14107,2014-04-25,"['6', '3', '9']"
14106,2014-04-24,"['0', '8', '2']"
14105,2014-04-23,"['4', '9', '0']"
14104,2014-04-22,"['5', '7', '6']"
14103,2014-04-21,"['8', '3', '2']"
14102,2014-04-20,"['7', '5', '0']"
14101,2014-04-19,"['1', '0', '9']"
14100,2014-04-18,"['2', '6', '9']"
14099,2014-04-17,"['4', '6', '4']"
14098,2014-04-16,"['1', '3', '9']"
14097,2014-04-15,"['7', '7', '4']"
14096,2014-04-14,"['2', '1', '6']"
14095,2014-04-13,"['7', '7', '5']"
14094,2014-04-12,"['1', '8', '9']"
14093,2014-04-11,"['1', '9', '6']"
14092,2014-04-10,"['5', '0', '8']"
14091,2014-04-09,"['4', '9', '6']"
14090,2014-04-08,"['8', '3', '8']"
14089,2014-04-07,"['6', '6', '0']"
14088,2014-04-06,"['5', '7', '1']"
14087,2014-04-05,"['8', '4', '4']"
14086,2014-04-04,"['7', '9', '5']"
14085,2014-04-03,"['2', '4', '3']"
14084,2014-04-02,"['9', '8', '7']"
14083,2014-04-01,"['0', '9', '3']"
14082,2014-03-31,"['3', '2', '4']"
14081,2014-03-30,"['2', '0', '6']"
14080,2014-03-29,"['5', '8', '7']"
14079,2014-03-28,"['7', '9', '4']"
14078,2014-03-27,"['4', '6', '7']"
14077,2014-03-26,"['7', '4', '7']"
14076,2014-03-25,"['3', '8', '2']"
14075,2014-03-24,"['4', '1', '4']"
14074,2014-03-23,"['5', '0', '0']"
14073,2014-03-22,"['0', '4', '2']"
14072,2014-03-21,"['4', '8', '8']"
14071,2014-03-20,"['2', '9', '2']"
14070,2014-03-19,"['1', '1', '9']"
14069,2014-03-18,"['0', '6', '4']"
14068,2014-03-17,"['1', '0', '2']"
14067,2014-03-16,"['3', '1', '8']"
14066,2014-03-15,"['0', '0', '3']"
14065,2014-03-14,"['2', '9', '0']"
14064,2014-03-13,"['2', '1', '8']"
14063,2014-03-12,"['4', '7', '8']"
14062,2014-03-11,"['3', '8', '2']"
14061,2014-03-10,"['2', '2', '5']"
14060,2014-03-09,"['9', '3', '2']"
14059,2014-03-08,"['4', '2', '9']"
14058,2014-03-07,"['3', '2', '2']"
14057,2014-03-06,"['5', '0', '1']"
14056,2014-03-05,"['6', '7', '8']"
14055,2014-03-04,"['8', '0', '7']"
14054,2014-03-03,"['7', '2', '5']"
14053,2014-03-02,"['8', '1', '2']"
14052,2014-03-01,"['0', '3', '2']"
14051,2014-02-28,"['5', '3', '6']"
14050,2014-02-27,"['4', '2', '4']"
14049,2014-02-26,"['9', '0', '8']"
14048,2014-02-25,"['8', '6', '1']"
14047,2014-02-24,"['8', '9', '8']"
14046,2014-02-23,"['5', '8', '4']"
14045,2014-02-22,"['7', '4', '7']"
14044,2014-02-21,"['3', '5', '4']"
14043,2014-02-20,"['5', '0', '1']"
14042,2014-02-19,"['3', '6', '3']"
14041,2014-02-18,"['7', '2', '5']"
14040,2014-02-17,"['9', '0', '1']"
14039,2014-02-16,"['9', '2', '2']"
14038,2014-02-15,"['2', '9', '1']"
14037,2014-02-14,"['1', '8', '5']"
14036,2014-02-13,"['1', '0', '4']"
14035,2014-02-12,"['4', '6', '7']"
14034,2014-02-11,"['5', '1', '8']"
14033,2014-02-10,"['9', '4', '9']"
14032,2014-02-09,"['2', '6', '6']"
14031,2014-02-08,"['8', '9', '1']"
14030,2014-02-07,"['4', '0', '5']"
14029,2014-01-29,"['6', '0', '5']"
14028,2014-01-28,"['4', '4', '0']"
14027,2014-01-27,"['7', '2', '7']"
14026,2014-01-26,"['1', '0', '7']"
14025,2014-01-25,"['2', '0', '7']"
14024,2014-01-24,"['2', '2', '4']"
14023,2014-01-23,"['6', '4', '9']"
